´Ù¶÷Áã,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,128,5,3.00,40,20,18,17,1000,3,100,0,0,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,101578,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
¾Ç¾î,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,129,5,3.00,40,20,18,17,1000,3,0,100,0,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,101997,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
¿©¿ì,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,130,5,3.00,40,20,18,17,1000,3,0,0,100,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,101748,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
Åä³¢,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,131,5,3.00,40,20,18,17,1000,3,0,0,0,100,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,102001,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
#
#ºØ±«µÈ°ø°£
ÃÊ·ÏµÎ²¨ºñ,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,132,5,3.00,45,25,18,19,1000,3,100,0,0,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,100883,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
ÆÄ¶õµÎ²¨ºñ,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,133,5,3.00,45,25,18,19,1000,3,0,100,0,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,100344,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
»¡°£µÎ²¨ºñ,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,134,5,3.00,45,25,18,19,1000,3,0,0,100,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,100346,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
³ë¶õµÎ²¨ºñ,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,135,5,3.00,45,25,18,19,1000,3,0,0,0,100,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,100343,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
#
#Èæ¹éÀÇ¹Ì·Î
Èæ¹éµÅÁö,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,136,5,3.00,40,30,18,21,1000,3,100,0,0,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,100252,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
Èæ¹éµÅÁö,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,136,5,3.00,40,30,18,21,1000,3,0,100,0,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,100258,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
Èæ¹éÁü½Â,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,138,5,3.00,40,30,18,21,1000,3,0,0,100,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,100875,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
Èæ¹é¿äÁ¤,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,139,5,3.00,40,30,18,21,1000,3,0,0,0,100,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,100910,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
#
#³ë°¡´Ù
·¹º§¾÷,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,140,5,3.00,40,30,18,21,1000,3,100,0,0,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,100000,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
·¹º§¾÷2,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,141,5,3.00,40,30,18,21,1000,3,100,0,0,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,100005,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
·¹º§¾÷3,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,142,5,3.00,40,30,18,21,1000,3,100,0,0,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,100010,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
·¹º§¾÷4,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,143,5,3.00,40,30,18,21,1000,3,100,0,0,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,100015,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
#
#°¡Á¤ÀÇ´Þ
°¡Á¤ÀÇ´Þ,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,145,5,3.00,400,30,18,21,1000,3,100,0,0,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,130480,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
#
#È¯»ýÆäÆ®
[È¯»ý]¶ó°í°í,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,200,30,5.00,30,40,30,30,19,3,0,0,100,0,0,0,0,0,0,0,1,2,,,,,,2,1,1,7,100279,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
[È¯»ý]ÈÄ¹ÙÆ¼,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,201,30,5.00,30,40,30,30,19,3,0,100,0,0,0,0,0,0,0,0,1,2,,,,,,2,1,1,7,101532,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
[È¯»ý]°í¸£µ·,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,202,30,5.00,30,40,30,30,19,3,100,0,0,0,0,0,0,0,0,0,1,2,,,,,,2,1,1,7,100307,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
[È¯»ý]¹«ÀÌ,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,203,30,5.00,30,40,30,30,19,3,0,100,0,0,0,0,0,0,0,0,1,2,,,,,,2,1,1,7,100348,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
[È¯»ý]Ä«Å°,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,204,30,5.00,30,40,30,30,19,3,0,100,0,0,0,0,0,0,0,0,1,2,,,,,,2,1,1,7,100370,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
#
#µ·Æê¼³Á¤
[µ·Æê]Ä«Å°,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,990,30,5.00,20,20,20,25,100,11,0,0,100,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,100370,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
[µ·Æê]Ã»±â·Î,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,991,30,5.00,20,20,20,25,100,11,0,100,0,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,100851,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
#
#
#
³×°í½º,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,2006,100,5.00,22,30,30,22,19,3,40,60,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,1,7,100276,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
#
#¹èÆ² (ÀÏ¹Ý)
#
#°ø¼ø
#
#ÀÏ¹Ý ÃÊº¸Á¸ ÆäÆ®
#¹èÆ²
#
#°ø¹æ
³×°í½º,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,1006,30,5.00,22,30,30,22,19,3,40,60,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,1,7,100276,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
¾ó·èºÎÀÌºñ,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,1005,30,5.00,22,30,30,22,19,3,100,0,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,1,5,100258,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
ºÎºñ,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,1002,30,5.00,22,30,30,22,19,3,80,20,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,1,5,100254,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
¿ì¸®,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,1000,30,5.00,22,30,30,22,19,3,80,20,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,1,5,100250,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
ºÎÀÌºñ,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,1004,30,5.00,22,30,30,22,19,3,0,40,60,0,0,0,0,0,0,0,1,2,,,,,,0,1,1,5,100256,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
´Ù°í½º,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,1007,30,5.00,22,30,30,22,19,3,80,20,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,1,5,100278,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
±â¶óµ·,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,1012,30,5.00,22,30,30,22,19,3,80,20,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,1,5,100308,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
°í¹ÝÄÉ½º,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,1015,30,5.00,22,30,30,22,19,3,40,60,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,1,5,100339,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
Àð±×¶ó,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,1016,30,5.00,22,30,30,22,19,3,0,50,50,0,0,0,0,0,0,0,1,2,,,,,,0,1,1,5,100340,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
Àð±×,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,1017,30,5.00,22,30,30,22,19,3,0,100,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,1,5,100341,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
ÆÇÁö,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,1018,30,5.00,22,30,30,22,19,3,20,80,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,1,5,100342,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
´ÙÀÌ³ë½º,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,1021,30,5.00,22,30,30,22,19,3,30,70,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,1,5,100352,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
¸¸¸ð,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,1022,30,5.00,22,30,30,22,19,3,90,10,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,1,5,100355,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
¸¸¸ð¸£,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,1023,30,5.00,22,30,30,22,19,3,0,20,80,0,0,0,0,0,0,0,1,2,,,,,,0,1,1,5,100356,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
·¥°¡½º,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,1026,30,5.00,22,30,30,22,19,3,50,0,0,50,0,0,0,0,0,0,1,2,,,,,,0,1,1,5,100389,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
Äí·Î·Î,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,1027,30,5.00,22,30,30,22,19,3,40,60,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,1,5,105217,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
#
#°ø¼ø
Ä«ºñÆ®,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,1009,30,5.00,15,30,15,30,19,3,0,0,70,30,0,0,0,0,0,0,1,2,,,,,,0,1,1,5,100295,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
ºÒ±×¸®,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,1001,30,5.00,15,30,15,30,19,3,0,0,70,30,0,0,0,0,0,0,1,2,,,,,,0,1,1,5,100253,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
Å¥ÀÌ,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,1010,30,5.00,15,30,15,30,19,3,0,0,50,50,0,0,0,0,0,0,1,2,,,,,,0,1,1,5,100297,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
Åõ¸£µ·,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,1013,30,5.00,15,30,15,30,19,3,0,30,70,0,0,0,0,0,0,0,1,2,,,,,,0,1,1,5,100309,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
°í¸£°í,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,1014,30,5.00,15,30,15,30,19,3,0,0,90,10,0,0,0,0,0,0,1,2,,,,,,0,1,1,5,100310,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
±â°¡·Î½º,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,1019,30,5.00,15,30,15,30,19,3,30,0,0,70,0,0,0,0,0,0,1,2,,,,,,0,1,1,5,100343,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
°¡°¡·Î½º,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,1020,30,5.00,15,30,15,30,19,3,0,20,80,0,0,0,0,0,0,0,1,2,,,,,,0,1,1,5,100346,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
#
#¼ø¹æ
·Î±â¾È,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,1008,30,5.00,25,18,32,33,19,3,80,0,0,20,0,0,0,0,0,0,1,2,,,,,,0,1,1,5,100286,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
°ñµåºÎºñ,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,1003,30,5.00,25,18,32,33,19,3,0,0,30,70,0,0,0,0,0,0,1,2,,,,,,0,1,1,5,100255,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
