# 번호,맵코드,X1,Y1,X2,Y2,적을만날최소확률,적을만날최대확률,적의최대수,중복지역일때우선순위,그룹번호1~10,그룹확률,진행중퀘스트,완료퀘스트,그룹번호
# 100:1=1%, 1000:1=0.1%, 10000:1=0.01%, 100000:1=0.001%, 1000000:1=0.0001%
#
#
# 1:두리, 2001~2002:푸우리, 녹우리[0.05%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
22,100,582,502,653,530,1,5,3,20,93,92,91,2036,2037,2038,2039,1900,1901,,45000,45000,10000,25,25,25,25,1,1,,,,
#22,100,591,552,685,695,1,5,3,20,88,91,89,92,94,,,,,,30,30,30,30,10,,,,,,,,
#23,100,423,552,594,788,1,5,5,30,90,93,94,,,,,,,,30,30,30,,,,,,,,,,
#
# 95:노북이, 2018~2021:물북이, 킹북이, 철북이, 자라북[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
24,100,541,375,592,554,1,5,4,20,96,97,95,2018,2019,2020,2021,1900,1901,,45000,45000,10000,25,25,25,25,1,1,,,,
# 98:북이, 2018~2021:물북이, 킹북이, 철북이, 자라북[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
25,100,479,355,541,557,1,5,5,30,99,100,98,2018,2019,2020,2021,1900,1901,,45000,45000,10000,25,25,25,25,1,1,,,,
#
#26,100,425,387,480,554,1,5,6,40,97,100,101,,,,,,,,20,20,10,,,,,,,,,,
#27,100,403,316,526,391,1,5,5,20,90,93,97,100,,,,,,,30,30,30,30,,,,,,,,,
#
# 104:우리, 2001~2002:푸우리, 녹우리[0.05%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
28,100,99,641,160,700,1,5,5,20,105,106,104,2001,2002,1900,1901,,,,45000,45000,10000,50,50,1,1,,,,,,
# 107:얼룩우리, 2001~2002:푸우리, 녹우리[0.05%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
29,100,55,579,99,700,1,5,5,20,108,109,107,2001,2002,1900,1901,,,,45000,45000,10000,50,50,1,1,,,,,,
#
# 110:토리케라, 2055~2058:타노프스, 노타스, 코발스, 타르프스[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
30,100,63,392,308,524,1,5,8,20,111,112,110,2055,2056,2057,2058,1900,1901,,45000,45000,10000,25,25,25,25,1,1,,,,
# 113:펜타스, 2055~2058:타노프스, 노타스, 코발스, 타르프스[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
31,100,308,524,426,691,1,5,5,30,114,115,113,2055,2056,2057,2058,1900,1901,,45000,45000,10000,25,25,25,25,1,1,,,,
# 86:토르프스, 2055~2058:타노프스, 노타스, 코발스, 타르프스[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
32,100,128,315,202,392,1,5,10,30,87,86,2055,2056,2057,2058,1900,1901,,,90000,10000,25,25,25,25,1,1,,,,,
#33,100,308,387,426,524,1,5,10,40,117,115,112,,,,,,,,30,30,30,,,,,,,,,,
#34,100,444,299,494,315,1,5,10,40,90,93,97,100,,,,,,,1,1,1,1,,,,,,,,,
#36,100,1,1,799,799,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,
# 118:바로로크스, 2096~2099:노로로크스, 실버로크스, 디로로크스, 진주토로스[0.25%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
37,100,365,440,416,486,1,6,8,60,119,118,2096,2097,2098,2099,1900,1901,,,90000,10000,25,25,25,25,1,1,,,,,
#
# 156:타키, 2082~2085:타르쿠, 푸타카, 흑카키, 쥬키[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
38,100,573,139,623,189,1,5,3,100,157,158,159,156,2082,2083,2084,2085,1900,1901,30000,30000,30000,10000,25,25,25,25,1,1,,,
# 160:카키, 2082~2085:타르쿠, 푸타카, 흑카키, 쥬키[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
39,100,573,189,623,239,1,5,3,100,161,162,163,160,2082,2083,2084,2085,1900,1901,30000,30000,30000,10000,25,25,25,25,1,1,,,
#
# 120:부비, 2003~2005:푸비, 푸이, 깡우비[0.033%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
40,100,590,346,620,370,1,5,3,100,121,122,123,120,2003,2004,2005,1900,1901,,30000,30000,30000,10000,33,33,33,1,1,,,,
# 124:부이, 2003~2005:푸비, 푸이, 깡우비[0.033%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
41,100,620,333,653,370,1,5,3,100,125,126,127,124,2003,2004,2005,1900,1901,,30000,30000,30000,10000,33,33,33,1,1,,,,
#
# 120:부비, 124:부이, 164:타키, 카키, 156:타키, 160:카키
#38,100,547,115,699,241,1,5,3,100,122,126,129,120,124,159,163,167,164,,20,20,20,1,1,20,20,20,1,,,,
#39,100,547,241,679,331,1,5,4,100,122,126,129,158,162,166,793,,,,1,1,1,1,1,1,6,,,,,,
#40,100,539,297,587,374,1,5,5,500,122,126,129,1130,,,,,,,4,4,4,1,,,,,,,,,
#41,100,587,331,630,343,1,5,3,110,122,126,129,158,162,166,,,,,20,20,20,,,,,,,,,,
#42,100,532,332,595,361,1,5,5,110,122,126,129,158,162,166,,,,,20,20,20,,,,,,,,,,
#43,100,524,325,546,346,1,5,2,120,122,126,129,158,162,166,,,,,20,20,20,,,,,,,,,,
#44,100,504,298,547,325,1,5,3,100,132,136,140,,,,,,,,20,20,20,,,,,,,,,,
#45,100,434,237,547,298,1,5,3,100,132,136,140,121,125,128,157,161,165,,20,20,20,20,20,20,20,20,20,,,,
#46,100,434,176,547,237,1,5,5,100,133,137,141,158,162,166,205,127,129,794,1,1,1,1,1,1,1,1,1,9,,,
#
# 131:후바바, 2025~2028:푸고고, 라루루, 기바바, 쥬니[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
47,100,434,115,547,145,1,5,5,100,132,131,2025,2026,2027,2028,1900,1901,,,90000,10000,25,25,25,25,1,1,,,,,
# 135:루니, 2025~2028:푸고고, 라루루, 기바바, 쥬니[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
48,100,434,145,547,176,1,5,5,100,136,135,2025,2026,2027,2028,1900,1901,,,90000,10000,25,25,25,25,1,1,,,,,
#
#48,100,180,25,434,120,1,5,5,100,146,150,153,,,,,,,,30,30,30,,,,,,,,,,
#
# 143:타로곤, 2022~2024:골드곤, 기고아, 타로아[0.033%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
49,100,180,120,315,200,1,5,5,100,144,145,146,143,2022,2023,2024,1900,1901,,30000,30000,30000,10000,33,33,33,1,1,,,,
# 147:다고스, 2022~2024:골드곤, 기고아, 타로아[0.033%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
50,100,315,120,434,200,1,5,4,100,148,149,150,147,2022,2023,2024,1900,1901,,30000,30000,30000,10000,33,33,33,1,1,,,,
#
#51,100,180,200,360,282,1,5,3,100,144,148,151,792,1315,1316,,,,,15,15,15,60,50,80,,,,,,,
#52,100,360,200,433,314,1,5,3,100,144,148,151,792,,,,,,,15,15,15,75,,,,,,,,,
#54,100,556,345,621,393,1,5,10,50,169,170,,,,,,,,,1,1,,,,,,,,,,,
#55,100,614,393,621,403,1,5,10,50,169,170,,,,,,,,,1,1,,,,,,,,,,,
#56,100,621,341,645,412,1,5,10,50,169,170,711,,,,,,,,6,6,4,,,,,,,,,,
#57,100,633,329,662,403,1,5,10,50,169,170,,,,,,,,,1,1,,,,,,,,,,,
# 171:카비트, 2036~2039:블루카비트, 연두큐이, 키라비, 카이비[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
58,100,273,282,353,366,1,5,10,50,172,171,2036,2037,2038,2039,1900,1901,,,90000,10000,25,25,25,25,1,1,,,,,
#59,1000,1,1,159,159,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
#60,1100,1,1,129,149,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
#61,2000,1,1,149,149,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
#62,1300,1,1,99,99,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
#63,1400,1,1,149,149,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
#64,100,11,524,208,708,1,5,5,10,105,108,111,114,116,,,,,,30,30,20,20,10,,,,,,,,
#65,100,568,538,610,578,1,5,4,30,89,92,94,,,,,,,,1,1,1,,,,,,,,,,
#66,100,432,236,546,315,1,5,3,5,132,136,140,121,125,128,157,161,165,,20,20,20,20,20,20,20,20,20,,,,
#67,100,433,306,446,315,1,5,3,20,88,91,89,92,94,,,,,,30,30,30,30,10,,,,,,,,
#68,100,433,310,499,315,1,5,3,20,88,91,89,92,94,,,,,,30,30,30,30,10,,,,,,,,
#70,100,520,323,538,338,1,5,2,120,122,126,129,158,162,166,127,,,,20,20,20,20,20,20,20,,,,,,
# 아부굴
#72,10001,1,1,49,49,1,7,5,1,183,188,192,,,,,,,,20,20,20,,,,,,,,,,
#73,10002,1,1,49,49,1,7,6,1,184,188,193,,,,,,,,20,20,20,,,,,,,,,,
#74,10003,1,1,27,32,1,7,7,10,196,200,197,201,203,,,,,,1,1,10,20,15,,,,,,,,
#75,10003,1,1,49,49,1,7,8,1,185,190,194,,,,,,,,20,20,20,,,,,,,,,,
#76,10004,1,1,49,49,1,7,8,1,197,201,203,,,,,,,,10,20,15,,,,,,,,,,
#77,10005,1,1,49,49,1,7,10,1,198,202,204,,,,,,,,10,20,15,,,,,,,,,,
#78,10006,1,1,49,99,1,7,10,1,186,191,195,797,,,,,,,10,10,10,30,,,,,,,,,
# 182:베론, 2014~2017:베로노크, 베톤, 베노투리, 베로바드[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
79,10101,1,1,49,49,1,7,3,1,183,182,2014,2015,2016,2017,1900,1901,,,90000,10000,25,25,25,25,1,1,,,,,
# 187:베로로크, 2014~2017:베로노크, 베톤, 베노투리, 베로바드[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
80,10102,1,1,49,49,1,7,4,1,188,187,2014,2015,2016,2017,1900,1901,,,90000,10000,25,25,25,25,1,1,,,,,
#81,10103,1,1,49,49,1,7,5,1,208,212,215,,,,,,,,10,10,10,,,,,,,,,,
#82,1200,1,1,129,129,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
#83,10007,1,1,59,59,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
#86,997,1,1,200,200,0,1,1,1,107,,,,,,,,,,1,,,,,,,,,,,,
#
# ,2010,2011,2012,2013,,,,,90000,10000,25,25,25,25,1,1,,,,, 
#
# 226:푸푸, 2010~2913:포포, 푸투투, 노투투, 푸푸[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
87,200,550,319,600,364,1,5,2,1,227,228,226,2010,2011,2012,2013,1900,1901,,45000,45000,10000,25,25,25,25,1,1,,,,
# 229:우푸, 2010~2913:포포, 푸투투, 노투투, 푸푸[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
88,200,550,364,580,400,1,5,4,1,230,231,229,2010,2011,2012,2013,1900,1901,,45000,45000,10000,25,25,25,25,1,1,,,,
# 237:토리노프스, 2055~2058:타노프스, 노타스, 코발스, 타르프스[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
90,200,384,42,605,238,1,5,8,1,238,239,237,2055,2056,2057,2058,1900,1901,,45000,45000,10000,25,25,25,25,1,1,,,,
# 234:포링, 2032~2035:노스키, 라스키, 토끼, 범링[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
91,200,384,238,516,415,1,5,8,1,235,236,234,2032,2033,2034,2035,1900,1901,,45000,45000,10000,25,25,25,25,1,1,,,,
#92,200,384,415,516,528,1,6,8,1,236,238,239,,,,,,,,10,10,10,,,,,,,,,,
#93,200,467,156,506,197,2,6,8,2,236,238,239,,,,,,,,10,10,5,,,,,,,,,,
#94,200,441,123,177,480,2,6,10,2,239,238,236,,,,,,,,10,5,5,,,,,,,,,,
# 240:쿠링, 2032~2035:노스키, 라스키, 토끼, 범링[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
95,200,291,586,319,604,1,5,2,5,241,242,240,2032,2033,2034,2035,1900,1901,,45000,45000,10000,25,25,25,25,1,1,,,,
# 243:리스키, 2032~2035:노스키, 라스키, 토끼, 범링[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
96,200,307,605,325,627,1,5,2,5,244,245,243,2032,2033,2034,2035,1900,1901,,45000,45000,10000,25,25,25,25,1,1,,,,
#96,200,95,499,304,565,1,5,3,5,242,245,247,255,,,,,,,10,10,10,5,,,,,,,,,
#97,200,30,327,251,502,1,5,6,5,256,258,,,,,,,,,1,1,,,,,,,,,,,
#98,200,333,565,401,666,1,7,5,5,242,245,247,255,,,,,,,10,10,10,5,,,,,,,,,
#99,200,304,494,401,565,1,7,5,5,242,245,247,255,,,,,,,10,10,10,5,,,,,,,,,
#100,200,401,506,433,617,1,7,5,5,242,245,247,255,,,,,,,10,10,10,5,,,,,,,,,
#101,200,401,506,433,617,1,7,5,5,242,245,247,255,,,,,,,10,10,10,5,,,,,,,,,
#102,200,430,526,439,544,1,7,5,5,242,245,247,255,,,,,,,10,10,10,5,,,,,,,,,
#103,200,231,248,314,327,1,5,6,5,256,258,,,,,,,,,1,1,,,,,,,,,,,
#104,200,314,278,320,296,1,5,6,5,256,258,,,,,,,,,1,1,,,,,,,,,,,
#105,200,320,287,326,296,1,5,6,5,256,258,,,,,,,,,1,1,,,,,,,,,,,
#106,200,422,325,428,359,1,5,8,5,259,256,,,,,,,,,1,1,,,,,,,,,,,
#107,200,402,320,414,327,1,5,8,5,259,256,,,,,,,,,1,1,,,,,,,,,,,
#108,200,384,314,402,327,1,5,8,5,259,256,,,,,,,,,1,1,,,,,,,,,,,
#109,200,367,305,384,327,1,5,8,5,259,256,,,,,,,,,1,1,,,,,,,,,,,
#110,200,410,367,417,377,1,5,8,5,259,256,,,,,,,,,1,1,,,,,,,,,,,
#111,200,407,367,410,393,1,5,8,5,259,256,,,,,,,,,1,1,,,,,,,,,,,
#112,200,407,325,422,367,1,5,8,5,259,256,,,,,,,,,1,1,,,,,,,,,,,
#113,200,332,327,407,446,1,5,8,5,259,256,,,,,,,,,1,1,,,,,,,,,,,
# 257:네고스, 2022~2024:골드곤, 기고아, 타로아[0.033%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
114,200,251,446,396,499,1,5,6,5,258,259,257,2022,2023,2024,1900,1901,,,45000,45000,10000,33,33,33,1,1,,,,,
# 254:투투, 2010~2913:포포, 푸투투, 노투투, 푸푸[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
115,200,251,327,332,446,1,5,6,5,255,256,254,2010,2011,2012,2013,1900,1901,,45000,45000,10000,25,25,25,25,1,1,,,,
#116,200,91,564,250,671,1,7,8,10,249,712,,,,,,,,,9,1,,,,,,,,,,,
# 246:고반케스, 2059~2062:석화케스, 판그라, 판그, 쟈하드, 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
117,200,194,551,250,600,1,5,6,15,247,246,2059,2060,2061,2062,1900,1901,,,90000,10000,25,25,25,25,1,1,,,,,
# 248:판지, 2059~2062:석화케스, 판그라, 판그, 쟈하드, 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
118,200,148,561,193,600,1,5,6,15,249,248,2059,2060,2061,2062,1900,1901,,,90000,10000,25,25,25,25,1,1,,,,,
#
#119,200,314,296,367,327,1,7,5,5,242,245,247,255,,,,,,,10,10,10,5,,,,,,,,,
#120,3000,1,1,149,149,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
#121,4000,1,1,149,149,0,0,5,1,,,,,,,,,,,50,40,30,20,30,,,,,,,,
#122,3100,1,1,119,119,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
#123,3200,1,1,119,119,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
#124,3300,1,1,119,119,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
#125,3400,1,1,119,119,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
#126,200,500,402,513,458,1,5,5,50,283,287,290,,,,,,,,10,20,15,,,,,,,,,,
#127,200,497,409,517,444,1,5,5,50,283,287,290,,,,,,,,10,20,15,,,,,,,,,,
#128,200,515,428,527,435,1,5,5,50,283,287,290,,,,,,,,10,20,15,,,,,,,,,,
#129,200,515,416,522,428,1,5,5,50,283,287,290,,,,,,,,10,20,15,,,,,,,,,,
#130,200,513,435,520,444,1,5,5,50,283,287,290,,,,,,,,10,20,15,,,,,,,,,,
#131,200,513,444,520,458,1,5,5,50,283,287,290,,,,,,,,10,20,15,,,,,,,,,,
#132,200,503,455,527,488,1,5,5,50,283,287,290,,,,,,,,10,20,15,,,,,,,,,,
#133,200,503,462,619,618,1,5,6,50,261,265,283,287,290,,,,,,1,1,10,10,10,,,,,,,,
#134,200,486,498,496,512,1,5,6,50,261,265,283,287,290,,,,,,1,1,10,10,10,,,,,,,,
#135,200,471,506,493,514,1,5,6,50,261,265,283,287,290,,,,,,1,1,10,10,10,,,,,,,,
#136,200,466,513,507,618,1,5,6,50,261,265,283,287,290,,,,,,1,1,10,10,10,,,,,,,,
#137,200,481,616,695,807,1,5,6,60,284,288,291,265,276,279,811,,,,10,10,10,5,5,5,45,,,,,,
#
# 282:쿠쿠, 2082~2085:타르쿠, 푸타카, 흑카키, 쥬키[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
38,200,637,622,687,672,1,5,3,100,283,284,285,282,2082,2083,2084,2085,1900,1901,30000,30000,30000,10000,25,25,25,25,1,1,,,
# 286:호르쿠, 2082~2085:타르쿠, 푸타카, 흑카키, 쥬키[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
38,200,637,672,693,707,1,5,3,100,287,288,289,286,2082,2083,2084,2085,1900,1901,30000,30000,30000,10000,25,25,25,25,1,1,,,
#
# 282:쿠쿠 286:호르쿠 393:도주후바바
#138,200,602,616,695,722,1,5,8,70,288,284,291,287,283,290,286,282,393,,5,5,5,5,5,5,1,1,10,,,,
#139,200,451,694,493,922,1,5,6,70,261,265,268,284,288,291,,,,,10,10,10,5,5,5,,,,,,,
#140,200,77,806,553,1068,1,5,6,30,287,283,284,288,291,261,265,268,803,801,2,2,5,5,5,5,5,5,35,40,,,
#141,200,365,805,452,932,1,6,6,50,261,265,268,284,288,291,,,,,10,10,10,5,5,5,,,,,,,
#142,200,339,844,365,944,1,6,6,50,261,265,268,284,288,291,,,,,10,10,10,5,5,5,,,,,,,
#143,200,238,859,340,982,1,6,7,50,262,266,269,285,289,292,272,276,394,,20,20,20,10,10,10,1,1,10,,,,
#144,200,155,900,237,964,1,7,8,50,263,267,270,272,276,279,,,,,10,10,10,5,5,5,,,,,,,
#
# 260:카쿠, 2047~2050:바카우, 바쿠우, 푸쿠, 바쿠[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
145,200,63,1067,112,1117,1,5,10,50,261,262,263,260,2047,2048,2049,2050,1900,1901,30000,30000,30000,10000,25,25,25,25,1,1,,,
# 264:바카, 2047~2050:바카우, 바쿠우, 푸쿠, 바쿠[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
146,200,63,1118,112,1168,1,5,10,50,265,266,267,264,2047,2048,2049,2050,1900,1901,30000,30000,30000,10000,25,25,25,25,1,1,,,
#
# 275:베루루, 2051~2054:도르도르, 성호, 고루루, 페루루[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
147,200,346,667,369,705,1,5,8,200,276,277,278,275,2051,2052,2053,2054,1900,1901,30000,30000,30000,10000,25,25,25,25,1,1,,,
#
#148,200,360,667,365,735,1,5,8,200,273,277,280,289,285,292,263,267,270,,20,20,20,5,5,5,5,5,5,,,,
#149,200,365,667,372,713,1,5,8,200,273,277,280,289,285,292,263,267,270,,20,20,20,5,5,5,5,5,5,,,,
#
#149,200,365,667,372,713,1,5,8,200,273,277,280,289,285,292,263,267,270,,20,20,20,5,5,5,5,5,5,,,,
# 271:베르가, 2051~2054:도르도르, 성호, 고루루, 페루루[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
150,200,419,619,485,644,1,5,8,200,272,273,274,271,2051,2052,2053,2054,1900,1901,30000,30000,30000,10000,25,25,25,25,1,1,,,
#
#151,200,372,639,473,713,1,5,8,200,273,277,280,289,285,292,263,267,270,,20,20,20,5,5,5,5,5,5,,,,
#152,200,244,687,332,814,1,5,10,200,281,278,274,270,263,267,,,,,20,20,20,5,5,5,,,,,,,
#153,200,226,745,244,790,1,5,10,200,281,278,274,270,263,267,,,,,20,20,20,5,5,5,,,,,,,
#154,200,230,790,244,796,1,5,10,200,281,278,274,270,263,267,,,,,20,20,20,5,5,5,,,,,,,
#155,200,236,796,244,803,1,5,10,200,281,278,274,270,263,267,,,,,20,20,20,5,5,5,,,,,,,
#156,200,250,814,327,819,1,5,10,200,281,278,274,270,263,267,,,,,20,20,20,5,5,5,,,,,,,
#157,200,284,819,320,830,1,5,10,200,281,278,274,270,263,267,,,,,20,20,20,5,5,5,,,,,,,
#158,200,320,819,324,825,1,5,10,200,281,278,274,270,263,267,,,,,20,20,20,5,5,5,,,,,,,
#159,200,270,819,284,826,1,5,10,200,281,278,274,270,263,267,,,,,20,20,20,5,5,5,,,,,,,
#160,200,332,750,339,805,1,5,10,200,281,278,274,270,263,267,,,,,20,20,20,5,5,5,,,,,,,
#161,200,339,741,345,775,1,5,10,200,281,278,274,270,263,267,,,,,20,20,20,5,5,5,,,,,,,
#162,200,345,744,352,761,1,5,10,200,281,278,274,270,263,267,,,,,20,20,20,5,5,5,,,,,,,
#163,200,150,750,226,806,1,5,5,50,293,296,299,,,,,,,,10,10,10,,,,,,,,,,
#
# 314:씨보스, 2067~2070:누이, 가이, 루보스, 노보스[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
164,200,39,656,150,804,1,7,8,100,315,314,2067,2068,2069,2070,1900,1901,,,90000,10000,25,25,25,25,1,1,,,,,
# 316:판지
#165,200,151,673,243,749,1,7,8,100,294,297,300,316,,,,,,,10,10,10,1,,,,,,,,,
#166,200,40,666,94,719,2,7,10,150,315,294,297,300,,,,,,,1,10,10,10,,,,,,,,,
#167,200,311,211,441,345,1,5,5,3,309,308,307,800,,,,,,,8,8,5,25,,,,,,,,,
# 306:부이비, 2003~2005:푸비, 푸이, 깡우비[0.033%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
168,200,340,170,410,211,1,5,5,3,307,306,2003,2004,2005,1900,1901,,,,90000,10000,33,33,33,1,1,,,,,,
#169,200,410,192,422,211,1,5,5,3,309,308,,,,,,,,,1,1,,,,,,,,,,,
#170,200,422,203,430,211,1,5,5,3,309,308,,,,,,,,,1,1,,,,,,,,,,,
#171,200,441,257,466,324,1,5,5,3,309,308,,,,,,,,,1,1,,,,,,,,,,,
#172,200,441,324,454,338,1,5,5,3,309,308,,,,,,,,,1,1,,,,,,,,,,,
#173,200,454,324,461,334,1,5,5,3,309,308,,,,,,,,,1,1,,,,,,,,,,,
#174,200,441,226,451,257,1,5,5,3,309,308,,,,,,,,,1,1,,,,,,,,,,,
#175,200,451,236,458,257,1,5,5,3,309,308,,,,,,,,,1,1,,,,,,,,,,,
#176,200,456,253,461,261,1,5,5,3,309,308,,,,,,,,,1,1,,,,,,,,,,,
#177,200,189,787,205,875,1,5,10,100,273,277,280,272,276,279,,,,,10,10,10,5,5,5,,,20,,,,
#178,200,205,780,213,864,1,5,10,100,273,277,280,272,276,279,,,,,10,10,10,5,5,5,,,,,,,
#179,200,213,783,219,847,1,5,10,100,273,277,280,272,276,279,,,,,10,10,10,5,5,5,,,,,,,
#180,200,219,783,232,841,1,5,10,100,273,277,280,272,276,279,,,,,10,10,10,5,5,5,,,,,,,
#181,200,232,800,243,836,1,5,10,100,273,277,280,272,276,279,,,,,10,10,10,5,5,5,,,,,,,
#182,200,243,815,249,826,1,5,10,100,273,277,280,272,276,279,,,,,10,10,10,5,5,5,,,,,,,
#183,200,167,791,189,869,1,5,10,100,273,277,280,272,276,279,,,,,10,10,10,5,5,5,,,,,,,
#184,200,150,805,167,869,1,5,10,100,273,277,280,272,276,279,,,,,10,10,10,5,5,5,,,,,,,
#185,200,94,805,150,875,1,5,10,100,273,277,280,272,276,279,,,,,10,10,10,5,5,5,,,,,,,
#186,200,590,438,617,479,1,6,10,90,302,303,304,305,,,,,,,1,1,1,1,,,,,,,,,
#187,200,594,453,661,514,1,6,10,500,302,303,304,305,1131,,,,,,3,3,3,3,1,,,,,,,,
#188,200,588,507,598,519,1,6,10,90,302,303,304,305,,,,,,,1,1,1,1,,,,,,,,,
#189,200,521,435,527,454,1,6,10,100,310,311,312,313,,,,,,,1,1,1,1,,,,,,,,,
#190,200,527,425,568,475,1,6,10,100,310,311,312,313,,,,,,,1,1,1,1,,,,,,,,,
#191,200,532,475,561,484,1,6,10,100,310,311,312,313,,,,,,,1,1,1,1,,,,,,,,,
#192,200,548,400,565,480,1,6,10,100,310,311,312,313,,,,,,,1,1,1,1,,,,,,,,,
#193,200,523,416,617,427,1,6,10,100,310,311,312,313,,,,,,,1,1,1,1,,,,,,,,,
